,id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
542,Game1-italy-germany-288,2220,"He is still jovial with me and respectful. He has asked me to critique his play and to give him advice. But I do not know his moves, and I really don’t think he would tell me them if I asked. It certainly would not be info I could trust free I just lied to him about mine.",italy-Game1,Game1-italy-germany-287,Game1-italy-germany,germany-Game1,2220,288,1907,10,3,1
1527,Game9-england-france-35,454,"I might do that, but he's in a tight defensive enough position as is",france-Game9,Game9-england-france-34,Game9-england-france,england-Game9,454,35,1901,5,0,1
909,Game2-england-germany-357,2723,At least he’s openly at war with us now,germany-Game2,Game2-england-germany-356,Game2-england-germany,england-Game2,2723,357,1905,9,3,0
523,Game9-germany-france-11,397,Sorry typo! I meant to say england lol,germany-Game9,Game9-germany-france-10,Game9-germany-france,france-Game9,397,11,1901,5,0,1
1106,Game3-england-russia-86,712,"-applauds- Nice stab, my man. Nice stab.",russia-Game3,Game3-england-russia-85,Game3-england-russia,england-Game3,712,86,1902,5,-2,0
634,Game12-england-france-29,269,I'm fine with that plan. I finally got russia to respond so hopefully we'll be able to work together to stop Germany from the top and I can help you push them back as well.,england-Game12,Game12-england-france-28,Game12-england-france,france-Game12,269,29,1902,4,0,0
400,Game1-italy-france-44,817,I think the key here is to get Germany back on your side. England is not wavering. He sent me a case of Champaign for my last move.,italy-Game1,Game1-italy-france-43,Game1-italy-france,france-Game1,817,44,1904,6,0,1
1585,Game1-england-italy-232,1665,"So, confirmed, MAO supporting Channel to Brest.",italy-Game1,Game1-england-italy-231,Game1-england-italy,england-Game1,1665,232,1906,8,3,0
927,Game4-germany-france-68,833,I can help you,france-Game4,Game4-germany-france-67,Game4-germany-france,germany-Game4,833,68,1903,5,0,1
1018,Game1-austria-italy-146,2474,I’m game for a draw if you guys want to wrap it up here.,italy-Game1,Game1-austria-italy-145,Game1-austria-italy,austria-Game1,2474,146,1908,13,10,1
494,Game1-germany-france-36,624,"I'm worried about England, and you are frankly one of the only things stopping him from attacking me. I'm just looking at it rationally: what is England going to do with all those fleets? I wish we were able to work something out so that both of us would have some fleets at least. But rihgt now England has 4 fleets and you have 1 and I have 2. And he's going to blow up your fleet in Holland this turn, it's basically a guarantee.",france-Game1,Game1-germany-france-35,Game1-germany-france,germany-Game1,624,36,1903,6,2,1
890,Game4-austria-france-89,1516,"If you retreat to Greece, I'll support you back into Serbia.",france-Game4,Game4-austria-france-88,Game4-austria-france,austria-Game4,1516,89,1907,15,13,1
527,Game3-england-russia-1,7,I would hop on board with that if germany does,england-Game3,Game3-england-russia-0,Game3-england-russia,russia-Game3,7,1,1901,3,-1,0
1377,Game4-austria-russia-51,1460,"I know you probably don't want to work with me, but if you want for it to be a win (including you) then we should definitly work together",russia-Game4,Game4-austria-russia-50,Game4-austria-russia,austria-Game4,1460,51,1907,7,5,1
14,Game8-turkey-france-117,816,"What I was/am trying to avoid is a scenario in which you (a) work with Germany and (b) send way more strength to the Med than you can actually use.  I was concerned, since I had continually offended you, that you were going to go full-on spite against me!  Since it would appear that you're not going to do that, ok.  As iron sharpens iron, I will fight you in the Med over the remaining dots!  Perhaps we'll both learn something!  And while I was genuinely willing to hold what I currently have, I will tell you the truth that I am going to continue the attack!",turkey-Game8,Game8-turkey-france-116,Game8-turkey-france,france-Game8,816,117,1908,10,-2,0
1140,Game4-germany-france-24,300,"I think that The best way to do that is for you to build F Kiel and A Berlin, which I realize is a tough sell, but if we do that we can have 5 fleets on England's 3 and quickly roll over him",france-Game4,Game4-germany-france-23,Game4-germany-france,germany-Game4,300,24,1901,6,1,0
1278,Game6-germany-france-117,492,"Tsk tsk, I told you I was right",france-Game6,Game6-germany-france-116,Game6-germany-france,germany-Game6,492,117,1909,7,4,1
1250,Game2-turkey-italy-162,1805,"Ok, admittely A Ser -Tri would be worse, but that's still not enough to punch through",turkey-Game2,Game2-turkey-italy-161,Game2-turkey-italy,italy-Game2,1805,162,1903,5,0,0
538,Game7-germany-russia-25,287,You haven't talked to France at all? Can you talk to him now?,germany-Game7,Game7-germany-russia-24,Game7-germany-russia,russia-Game7,287,25,1901,3,-1,0
915,Game1-austria-italy-134,2077,"Hmmm. I’m cool with you taking Trieste. I’m not sure that taking Greece now is the right move. 

In the West, I will take Liverpool, but not Portugal. I need to use my Spanish fleet to support MAO so that I can convoy an army to Liverpool. And I’m just in no hurry to take out France. So if you take Greece, you would be taking an Italian unit off the board and not building one yourself.",italy-Game1,Game1-austria-italy-133,Game1-austria-italy,austria-Game1,2077,134,1907,10,4,1
303,Game10-germany-russia-1,72,"Greeting Good Sir Kaiser,

An alliance would sound good to me! How about the old Warsaw Pact of 1901 (DMZ in Prussia, Silesia, and Bohemia)?",russia-Game10,Game10-germany-russia-0,Game10-germany-russia,germany-Game10,72,1,1901,4,1,1
1103,Game11-turkey-germany-2,177,You working with the Russians? If so I can definitely move to hasten Austria's demise.,germany-Game11,Game11-turkey-germany-1,Game11-turkey-germany,turkey-Game11,177,2,1901,3,0,1
1222,Game1-england-germany-445,2049,"No specific intel there, just saying tactically it's a possibility. I don't know if italy would go for that. I mean we had discussed someone going to munich before his stab, but I don't know if that can be trusted",england-Game1,Game1-england-germany-444,Game1-england-germany,germany-Game1,2049,445,1907,5,-2,0
659,Game10-germany-russia-20,492,Ha not much yet. What's your move for the year? Are you stabbing england,russia-Game10,Game10-germany-russia-19,Game10-germany-russia,germany-Game10,492,20,1903,5,-1,1
1417,Game2-turkey-germany-204,3050,"I'm not working with Austria, I'm just not doing anything.",turkey-Game2,Game2-turkey-germany-203,Game2-turkey-germany,germany-Game2,3050,204,1907,3,-7,0
693,Game3-austria-germany-51,1074,"That makes sense. Yeah Italy has been helpful against France so far, hopefully us in the middle can keep working well together",germany-Game3,Game3-austria-germany-50,Game3-austria-germany,austria-Game3,1074,51,1904,5,0,0
1360,Game12-turkey-russia-326,843,What should I do with my next moveset?,russia-Game12,Game12-turkey-russia-325,Game12-turkey-russia,turkey-Game12,843,326,1907,11,-1,0
1057,Game1-italy-france-27,544,You just got two thumbs down!,italy-Game1,Game1-italy-france-26,Game1-italy-france,france-Game1,544,27,1902,4,-1,0
547,Game8-germany-france-21,344,Of course. He’s trying to convince me to take Belgium with his support. I don’t think it’s wise for us to not work together right now. The threat of England and Russia is too great. I’m still committed to this partnership so long as you are.,germany-Game8,Game8-germany-france-20,Game8-germany-france,france-Game8,344,21,1903,5,-1,1
811,Game1-england-italy-279,1816,👌,italy-Game1,Game1-england-italy-278,Game1-england-italy,england-Game1,1816,279,1907,10,5,1
583,Game11-turkey-austria-27,360,I’ll move Ser in,austria-Game11,Game11-turkey-austria-26,Game11-turkey-austria,turkey-Game11,360,27,1902,4,0,1
629,Game4-france-russia-313,1387,That's a reasonable position to take- I can give you one back for sure. Though maybe it makes more sense to support you to Edinburgh for a similar effect and not having me move to Silesia?,france-Game4,Game4-france-russia-312,Game4-france-russia,russia-Game4,1387,313,1906,12,3,1
161,Game6-germany-france-94,372,"But yeah sorry about that, I had put that in as my orders and then forgot to change them",france-Game6,Game6-germany-france-93,Game6-germany-france,germany-Game6,372,94,1904,7,1,1
1066,Game9-italy-russia-353,1548,Sounds good,italy-Game9,Game9-italy-russia-352,Game9-italy-russia,russia-Game9,1548,353,1905,7,-4,0
1124,Game8-austria-france-29,496,"I *was* planning to use ven for support, but I’ll strongly consider it...",france-Game8,Game8-austria-france-28,Game8-austria-france,austria-Game8,496,29,1903,8,6,0
1007,Game9-england-russia-46,1080,"Well, barring the Germans, but they're about to lose 2 supply centers so not much to fear there.",russia-Game9,Game9-england-russia-45,Game9-england-russia,england-Game9,1080,46,1902,6,1,1
475,Game9-england-france-74,1027,"Would you be comfortable with F NTH S F Pic - Bel, A Ruh S A Bur - Mun? 

From there, I can support you into Kiel and/or Holland",france-Game9,Game9-england-france-73,Game9-england-france,england-Game9,1027,74,1902,5,0,0
1388,Game6-turkey-france-14,362,"As you could probably guess, me and Germany have an alliance. But, if I'm going to be 100% honest here, I think that at this point in the game, where Germany is completely exposed from the backside(Ruhr), it's time to shift our alliances. I seriously doubt anybody is going to get the win—but getting a two-way win might be possible. If I can take out Germany, and you take out Russia, Italy and England are a piece of cake.",france-Game6,Game6-turkey-france-13,Game6-turkey-france,turkey-Game6,362,14,1903,7,0,1
394,Game10-austria-germany-15,211,France told me you had EC as dmz and I wasn’t openly aggressive so I’ll pretend like I’m going to side with them to get their orders.,germany-Game10,Game10-austria-germany-14,Game10-austria-germany,austria-Game10,211,15,1901,3,0,0
601,Game2-turkey-germany-121,1680,"Also, England has never responded to me",turkey-Game2,Game2-turkey-germany-120,Game2-turkey-germany,germany-Game2,1680,121,1903,5,-2,0
566,Game1-england-italy-46,537,"Ok, ok. I’m open to going against france. I messaged germany. We’ll see how she responds. I’m taking denmark this year regardless. The stab on france would involve me taking the channel unexpectedly next spring and helping germany into belgium maybe",england-Game1,Game1-england-italy-45,Game1-england-italy,italy-Game1,537,46,1902,4,0,0
1094,Game9-england-italy-5,506,"Yes—he said he wanted to get support to belgium... but he could have done this with a fleet as well, so I think it may have been an aggresive move(even though he insists we are still allies)... and for this reason I'm going to tell you that he said he was planning on attacking you, although not completely full fledged(the fleet in spain and the army in mar). Just a fair warning, and since it seems like you don't have your hands too full over there maybe start worrieng about france? UP to you",england-Game9,Game9-england-italy-4,Game9-england-italy,italy-Game9,506,5,1902,5,1,1
1423,Game2-germany-france-4,240,"England destroyed and divided, you in the north sweeping up Russia with support, ive swept down into Italy",france-Game2,Game2-germany-france-3,Game2-germany-france,germany-Game2,240,4,1901,3,0,1
670,Game11-austria-germany-56,290,"I'll be mobilizing forces East, hopefully the Russians will be too busy with me to keep the Turks alive.",germany-Game11,Game11-austria-germany-55,Game11-austria-germany,austria-Game11,290,56,1901,3,0,0
1528,Game1-italy-russia-2,52,"Well, Italy and France are, in my opinion, some of the best possible partners for Russia, so how could I possibly turn down such enthusiastic overtures from one of them?",russia-Game1,Game1-italy-russia-1,Game1-italy-russia,italy-Game1,52,2,1901,4,1,1
586,Game1-italy-russia-77,2070,"Okay, Let’s get you into Rumania and Budapest this turn. I think I can do that, as Austria wants to take Trieste and Greece, which will open up room to maneuver. As far as I know, Ser is moving to Tri and Bul is moving to Gre. I think that you can take out Bud/Rum with Gal - Bud (supported by Vie) and Sev - Rum (supported by Ukr). The trick will be keeping Sev safe, but I think we can do that too, as I can recommend that Austria self-bounce there to keep me honest.",italy-Game1,Game1-italy-russia-76,Game1-italy-russia,russia-Game1,2070,77,1907,10,5,1
724,Game10-austria-russia-30,270,"Yeah I’m not going to poke Germany. Sup my army, in moving into BlA with my fleet. You’ll get bul next season 👍🏻",russia-Game10,Game10-austria-russia-29,Game10-austria-russia,austria-Game10,270,30,1901,4,1,0
